1,-0.20633643299782845
2,-0.5389965007326869
3,-4.524994893768037
4,-4.524994893768037
5,-2.036398718747168
6,-4.524994893768037
7,-4.524994893768037
8,-4.524994893768037
9,-4.524994893768037
10,-2.3025850929940455
11,-3.2468151935574423
12,-0.45366720992604215
13,-0.9932517730102834
14,-4.524994893768037
15,-4.524994893768037
16,-0.46262352194811296
17,-2.036398718747168
18,-4.524994893768037
19,-2.0243817644968085
20,-4.524994893768037
21,-3.2468151935574423
22,-4.524994893768037
23,-4.524994893768037
24,-4.524994893768037
25,-4.524994893768037
26,-2.036398718747168
27,-2.036398718747168
28,-4.524994893768037
29,-4.524994893768037
30,-4.524994893768037
31,-4.524994893768037
32,-4.524994893768037
33,-4.524994893768037
34,-4.524994893768037
35,-4.524994893768037
36,-1.7227665977411035
37,-4.524994893768037
38,-4.524994893768037
39,-3.2468151935574423
40,-4.524994893768037
41,-0.7326780193165805
42,-2.036398718747168
43,-3.2468151935574423
44,-0.38711596943996784
45,-0.5108256237659907
46,-3.2468151935574423
47,-2.531426665422893
48,-inf
49,-3.8187108282864943
50,-0.7621400520468967
51,-0.9444616088408514
52,-4.524994893768037
53,-4.524994893768037
54,-4.524994893768037
55,-2.036398718747168
56,-4.524994893768037
57,-4.524994893768037
58,-3.2468151935574423
59,-4.524994893768037
60,-4.524994893768037
61,-2.036398718747168
62,-0.3794896217049037
63,-4.524994893768037
64,-1.2712250313351032
65,-2.036398718747168
66,-4.584967478670572
67,-2.627081138568543
68,-4.524994893768037
69,-0.7114963192281418
70,-4.524994893768037
71,-3.332204510175204
72,-1.7227665977411035
73,-3.2468151935574423
74,-4.524994893768037
75,-4.524994893768037
76,-0.3496737484797488
77,-1.490091154801534
78,-4.524994893768037
79,-3.2468151935574423
80,-2.036398718747168
81,-1.7473077066572211
82,-3.2468151935574423
83,-2.036398718747168
84,-3.2468151935574423
85,-4.524994893768037
86,-4.524994893768037
87,-2.3025850929940455
88,-3.2468151935574423
89,-inf
90,-1.061472741718653
91,-4.524994893768037
92,-0.9932517730102834
93,-3.2468151935574423
94,-4.524994893768037
95,-1.9021075263969205
96,-4.524994893768037
97,-4.524994893768037
98,-4.524994893768037
99,-4.524994893768037
100,-4.524994893768037
101,-4.524994893768037
